,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,COEMISSIONS
576,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,3.4,6,A4,X,15.7,331
577,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,3.4,6,M5,X,16.0,336
578,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.7,8,A4,X,17.3,363
579,TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,3.4,6,A4,X,17.2,368
580,TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,3.4,6,M5,X,17.1,363
581,TOYOTA,TUNDRA 4X4,PICKUP TRUCK - STANDARD,4.7,8,A4,X,18.2,382
582,VOLKSWAGEN,CABRIO,SUBCOMPACT,2.0,4,A4,X,12.6,253
583,VOLKSWAGEN,CABRIO,SUBCOMPACT,2.0,4,M5,X,11.2,230
584,VOLKSWAGEN,EUROVAN,MINIVAN,2.8,6,A4,X,17.6,357
585,VOLKSWAGEN,EUROVAN CAMPER,MINIVAN,2.8,6,A4,X,18.6,375
586,VOLKSWAGEN,GOLF,COMPACT,1.8,4,A4,Z,12.1,248
587,VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,Z,11.1,225
588,VOLKSWAGEN,GOLF,COMPACT,2.0,4,A4,X,11.9,244
589,VOLKSWAGEN,GOLF,COMPACT,2.0,4,M5,X,11.2,228
590,VOLKSWAGEN,GOLF TDI DIESEL,COMPACT,1.9,4,A4,D,8.1,192
591,VOLKSWAGEN,GOLF TDI DIESEL,COMPACT,1.9,4,M5,D,6.7,165
592,VOLKSWAGEN,GTI,COMPACT,1.8,4,M5,Z,11.1,225
593,VOLKSWAGEN,GTI,COMPACT,2.0,4,A4,X,11.9,244
594,VOLKSWAGEN,GTI,COMPACT,2.0,4,M5,X,11.2,228
595,VOLKSWAGEN,GTI,COMPACT,2.8,6,M5,X,13.2,260
596,VOLKSWAGEN,JETTA,COMPACT,1.8,4,A4,Z,12.1,248
597,VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,Z,11.1,225
598,VOLKSWAGEN,JETTA,COMPACT,2.0,4,A4,X,11.9,244
599,VOLKSWAGEN,JETTA,COMPACT,2.0,4,M5,X,11.2,228
600,VOLKSWAGEN,JETTA,COMPACT,2.8,6,A4,X,14.2,283
601,VOLKSWAGEN,JETTA,COMPACT,2.8,6,M5,X,13.6,267
602,VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,A4,D,8.1,192
603,VOLKSWAGEN,JETTA TDI DIESEL,COMPACT,1.9,4,M5,D,6.7,165
604,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,A4,Z,11.9,248
605,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,1.8,4,M5,Z,10.6,223
606,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.0,4,A4,X,11.9,244
607,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.0,4,M5,X,11.2,228
608,VOLKSWAGEN,NEW BEETLE TDI DIESEL,SUBCOMPACT,1.9,4,A4,D,8.1,192
609,VOLKSWAGEN,NEW BEETLE TDI DIESEL,SUBCOMPACT,1.9,4,M5,D,6.7,165
610,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A5,Z,13.2,258
611,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,Z,11.2,225
612,VOLKSWAGEN,PASSAT,MID-SIZE,2.8,6,A5,Z,14.7,288
613,VOLKSWAGEN,PASSAT,MID-SIZE,2.8,6,M5,Z,13.4,262
614,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,A5,Z,13.2,258
615,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,M5,Z,11.2,225
616,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,A5,Z,14.7,288
617,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,2.8,6,M5,Z,13.4,262
618,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5,A4,Z,14.2,285
619,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.3,5,M5,Z,13.4,269
620,VOLVO,C70 CONVERTIBLE TURBO,SUBCOMPACT,2.4,5,A4,Z,13.9,278
621,VOLVO,C70 TURBO,COMPACT,2.3,5,A4,Z,13.9,274
622,VOLVO,C70 TURBO,COMPACT,2.3,5,M5,Z,13.0,260
623,VOLVO,C70 TURBO,COMPACT,2.4,5,A4,Z,13.6,274
624,VOLVO,S70,MID-SIZE,2.4,5,A5,Z,13.2,262
625,VOLVO,S70,MID-SIZE,2.4,5,M5,Z,12.6,251
626,VOLVO,S70 AWD TURBO,MID-SIZE,2.4,5,A4,Z,14.4,288
627,VOLVO,S70 GLT TURBO,MID-SIZE,2.4,5,A4,Z,13.6,274
628,VOLVO,S70 T5 TURBO,MID-SIZE,2.3,5,A4,Z,13.9,274
629,VOLVO,S70 T5 TURBO,MID-SIZE,2.3,5,M5,Z,13.0,260
630,VOLVO,S80 2.9,MID-SIZE,2.9,6,A4,Z,14.5,285
631,VOLVO,S80 T-6,MID-SIZE,2.8,6,AS4,Z,15.1,297
632,VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,A5,Z,13.2,262
633,VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,M5,Z,12.6,251
634,VOLVO,V70 AWD TURBO,STATION WAGON - MID-SIZE,2.4,5,A4,Z,14.4,288
635,VOLVO,V70 GLT TURBO,STATION WAGON - MID-SIZE,2.4,5,A4,Z,13.6,274
636,VOLVO,V70 T5 TURBO,STATION WAGON - MID-SIZE,2.3,5,A4,Z,13.9,274
637,VOLVO,V70 T5 TURBO,STATION WAGON - MID-SIZE,2.3,5,M5,Z,13.0,260
638,VOLVO,V70R AWD TURBO,STATION WAGON - MID-SIZE,2.4,5,A5,Z,14.7,299
